age,gender,weight_kg,height_m,max_bpm,avg_bpm,resting_bpm,session_duration_hours,calories_burned,workout_type,fat_percentage,water_intake_liters,workout_frequency_daysweek,experience_level,bmi,daily_meals_frequency,physical_exercise,carbs,proteins,fats,calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,name_of_exercise,sets,reps,benefit,burns_calories_per_30_min,target_muscle_group,equipment_needed,difficulty_level,body_part,type_of_muscle,workout,bmi_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_hrr,pct_maxhr,cal_balance,lean_mass_kg,expected_burn,burns_calories_per_30_min_bc,burns_calories_bin,age_group
54,Male,72,1,162,148,72,1,1107,Cardio,24,1,1,1,22,4,0,234,93,62,2019,Other,Dinner,Balanced,26,2137,242,257,Roasted,26,63,4,Box Jumps,4,17,Builds chest strength,353,"Quadriceps, Calves, Glutes",Parallel Bars or Chair,Advanced,Forearms,Anterior,Dumbbell front raises,22,1877,0,1,0,0,911,54,890,9223372036854775807,High,46-60
51,Female,66,1,190,138,69,1,1951,HIIT,24,2,3,1,21,2,0,248,100,66,1747,Other,Dinner,Keto,41,366,163,297,Boiled,55,83,3,Seated Rows,4,22,Improves balance and coordination,327,"Quadriceps, Hamstrings, Glutes",None or Dumbbell,Intermediate,Forearms,Lower Chest,Hyperextensions,21,1999,0,1,0,0,-204,50,970,9223372036854775807,Low,46-60
49,Female,66,1,192,131,72,1,1512,HIIT,28,1,2,1,26,2,0,249,100,66,1745,Other,Lunch,Keto,28,680,68,484,Raw,28,104,5,Plyometric Push-ups,4,17,Builds lower body power,334,"Back, Biceps",Cable Machine,Beginner,Arms,Middle,Dumbbell front raises,26,1999,0,1,0,0,232,46,835,9223372036854775807,Low,46-60
21,Male,80,1,194,137,54,1,1402,Yoga,23,3,4,2,22,2,0,160,64,42,2177,Other,Breakfast,Vegetarian,38,917,218,215,Steamed,38,9,4,Bulgarian Split Squats,4,17,Strengthens lower body,356,Calves,Step or Box,Beginner,Abs,Lower,Triceps pushdowns,22,1287,0,0,0,0,774,61,1282,9223372036854775807,High,18-30
53,Female,84,1,164,137,69,1,1943,Strength,25,3,5,3,27,1,0,249,100,66,2396,Other,Snack,Low-Carb,8,1568,80,149,Raw,10,88,4,Bird Dogs,4,23,Builds calf muscles,351,"Back, Hamstrings, Glutes",Step or Box,Advanced,Abs,Grip Strength,Bicycle crunches,27,2002,0,1,0,0,452,62,1166,9223372036854775807,High,46-60
39,Female,57,1,183,155,53,1,1144,Cardio,23,2,3,2,20,2,0,224,90,60,1532,Other,Breakfast,Balanced,7,1505,289,473,Grilled,22,92,1,Calf Raises,5,19,Strengthens core and improves mobility,349,Shoulders,Cable Machine or Resistance Band,Advanced,Forearms,Anterior,Wrist extension,19,1800,0,1,0,0,387,43,831,9223372036854775807,High,31-45
21,Female,72,1,162,127,70,1,864,Yoga,26,1,2,2,25,3,0,309,123,82,1928,Other,Lunch,Balanced,16,2266,223,357,Boiled,51,10,2,Bear Crawls,5,24,Improves coordination and cardiovascular health,355,"Chest, Triceps, Shoulders",Wall,Beginner,Legs,Wrist Flexors,Dumbbell front raises,25,2472,0,1,0,0,1064,52,852,9223372036854775807,High,18-30
41,Male,62,1,181,161,73,2,1558,Yoga,18,2,5,2,19,2,0,156,62,41,1850,Other,Breakfast,Low-Carb,6,1316,297,147,Fried,46,58,2,Jumping Jacks,4,22,Builds shoulder width,348,"Back, Core, Shoulders",Cable Machine,Advanced,Legs,Upper,Wrist extension,19,1251,0,1,0,0,291,50,1395,9223372036854775807,High,31-45
39,Female,52,1,198,127,70,0,764,Cardio,24,3,2,1,20,2,0,216,86,57,1417,Other,Breakfast,Vegan,27,1986,36,143,Steamed,29,79,2,Shoulder Press,3,23,Improves core stability and balance,358,"Quadriceps, Glutes",Cable Machine or Resistance Band,Beginner,Arms,Lower,Romanian deadlifts,20,1725,0,1,0,0,652,39,623,9223372036854775807,High,31-45
32,Female,83,1,195,126,62,1,963,Yoga,29,2,3,1,27,2,0,185,74,49,2136,Other,Dinner,Paleo,39,860,29,381,Steamed,18,15,2,Reverse Lunges,4,18,Improves posture and strengthens upper back,362,"Biceps, Forearms",Resistance Band or Cable Machine,Beginner,Forearms,Lats,Dumbbell curls,27,1480,0,0,0,0,1172,59,1059,9223372036854775807,Very High,31-45
31,Male,60,1,188,149,66,1,1889,Cardio,19,2,4,3,19,3,0,186,73,49,1793,Other,Snack,Paleo,17,823,153,311,Roasted,23,10,2,Bear Crawls,5,15,Builds back strength,356,"Lower Abs, Hip Flexors",Parallel Bars or Chair,Advanced,Shoulders,Lats,Hammer curl,19,1484,0,1,0,0,-96,48,1290,9223372036854775807,High,31-45
50,Female,69,1,197,134,65,1,1634,HIIT,25,2,4,1,23,1,0,247,99,66,1911,Other,Lunch,Keto,45,282,154,320,Baked,41,50,4,Zottman Curls,4,20,Targets biceps and forearms,364,"Core, Shoulders, Hips",Dumbbells or Barbell,Intermediate,Shoulders,Anterior,Preacher curls,23,1984,0,1,0,0,276,51,903,9223372036854775807,Very High,46-60
30,Male,75,1,168,134,67,0,401,Yoga,23,3,1,1,20,2,0,272,109,72,1891,Other,Snack,Keto,4,1126,20,443,Roasted,28,23,1,Leg Raises,4,16,Targets obliques and improves core rotation,366,"Core, Shoulders, Legs",Dumbbells or Barbell,Beginner,Legs,Lateral,Leg curls,20,2181,0,1,0,0,1489,57,447,9223372036854775807,Very High,18-30
47,Male,67,1,159,151,74,0,749,HIIT,25,1,2,1,26,3,0,207,84,55,1736,Other,Breakfast,Vegan,26,1175,269,269,Grilled,8,111,2,Thrusters,5,22,Improves cardiovascular fitness,366,"Shoulders, Upper Back",Resistance Band,Beginner,Arms,Upper,Crunches,26,1663,0,1,0,0,986,50,454,9223372036854775807,Very High,46-60
28,Male,62,1,177,128,61,1,1069,Cardio,29,1,3,2,24,2,0,238,94,63,1719,Other,Breakfast,Balanced,42,1838,197,154,Steamed,59,89,4,Flutter Kicks,3,16,Targets obliques and improves core rotation,353,"Back, Hamstrings, Glutes",Bench or Step,Beginner,Abs,Posterior,Military press,24,1903,0,1,0,0,649,44,785,9223372036854775807,High,18-30
54,Male,71,1,163,148,71,1,844,Yoga,24,1,2,1,22,4,0,235,94,62,1983,Other,Dinner,Low-Carb,26,2120,240,257,Fried,27,63,4,Incline Push-ups,3,17,Builds lower body power,352,"Lower Chest, Triceps",Step or Box,Beginner,Legs,Middle,Plank,22,1885,0,1,0,0,1138,54,902,9223372036854775807,High,46-60
53,Male,86,1,194,139,63,1,1036,Cardio,26,3,2,1,22,2,0,269,107,71,2265,Other,Lunch,Balanced,18,2412,280,257,Fried,50,88,1,Mountain Climbers,4,20,Improves balance and leg strength,358,Core,Dumbbells,Advanced,Forearms,Posterior,Incline cable crossovers,22,2156,0,1,0,0,1228,63,845,9223372036854775807,High,46-60
45,Female,47,1,168,158,67,1,907,Yoga,22,2,3,2,17,3,0,220,87,58,1354,Other,Lunch,Vegan,25,2333,54,370,Steamed,8,21,2,Deadlifts,5,24,Targets abdominal muscles,349,Full Core,Low Bar or TRX,Advanced,Back,Quads,Bicycle crunches,17,1761,0,1,0,0,446,37,879,9223372036854775807,High,31-45
50,Male,54,1,167,134,68,1,1452,HIIT,24,1,3,2,23,2,0,237,94,63,1456,Other,Dinner,Balanced,46,2063,219,253,Fried,35,52,3,Reverse Lunges,5,18,Improves shoulder health and posture,329,"Legs, Core","Bench, Barbell",Advanced,Arms,Triceps,Military press,23,1896,0,1,0,0,4,41,724,9223372036854775807,Low,46-60
41,Female,59,1,195,140,51,1,2082,Strength,19,2,4,3,19,2,0,202,81,53,1633,Other,Snack,Vegan,35,2101,205,435,Boiled,9,21,1,Tricep Dips,4,15,Improves shoulder mobility and posture,364,"Back, Biceps",Resistance Band or Cable Machine,Beginner,Arms,Middle,Bent-over lateral raises,19,1622,0,1,0,0,-449,47,1296,9223372036854775807,Very High,31-45
27,Female,67,1,170,156,73,0,396,Yoga,25,2,3,1,24,3,0,164,67,44,1881,Other,Snack,Balanced,32,2491,168,366,Steamed,30,19,1,Dragon Flags,5,21,Improves lower back strength,331,"Legs, Core",Pull-up Bar,Intermediate,Arms,Middle,Lateral raises,24,1325,0,0,0,0,1484,50,397,9223372036854775807,Low,18-30
50,Female,51,1,199,155,63,1,1461,Strength,22,2,2,1,17,3,0,273,110,73,1338,Other,Snack,Keto,21,2062,58,260,Boiled,45,42,3,Plank,4,23,Isolates and strengthens triceps,343,"Chest, Triceps, Shoulders",Box or Platform,Beginner,Legs,Anterior,Overhead triceps extensions,17,2198,0,2,0,0,-123,39,1015,9223372036854775807,Medium,46-60
40,Male,80,1,168,167,74,1,1704,Cardio,26,3,5,2,26,2,0,236,94,63,2235,Other,Dinner,Balanced,27,1242,187,480,Grilled,41,12,3,Reverse Lunges,5,22,Improves flexibility,349,"Chest, Triceps, Shoulders",Resistance Band or Cable Machine,Intermediate,Arms,Lower Chest,Concentration curls,26,1893,0,1,0,0,530,59,1146,9223372036854775807,High,31-45
19,Male,49,1,175,146,64,1,1270,HIIT,19,2,3,1,17,4,0,184,73,48,1311,Other,Breakfast,Vegetarian,43,841,128,438,Raw,26,53,2,Calf Raises,4,24,Targets upper chest,358,"Obliques, Core",Bench or Step,Advanced,Abs,Grip Strength,Face pulls,17,1470,0,1,0,0,40,39,753,9223372036854775807,High,18-30
35,Female,57,1,175,147,63,1,1280,Yoga,15,2,3,3,18,3,0,202,81,54,1612,Other,Lunch,Balanced,38,995,281,309,Boiled,55,35,3,Frog Jumps,4,21,Targets lower chest,358,"Core, Lower Back","Bench, Barbell",Intermediate,Back,Grip Strength,Donkey kicks,18,1624,0,1,0,0,331,48,1176,9223372036854775807,High,31-45
23,Female,47,1,195,154,50,0,918,HIIT,17,1,3,1,18,3,0,270,107,71,1508,Other,Dinner,Low-Carb,29,2426,281,498,Grilled,40,73,2,Flutter Kicks,4,21,Builds explosive upper body power,344,"Back, Core, Shoulders",None or Dumbbell,Advanced,Back,Grip Strength,Close-grip bench press,18,2161,0,2,0,0,589,38,523,9223372036854775807,Medium,18-30
58,Male,75,1,161,139,63,1,998,Cardio,23,2,4,2,23,3,0,153,61,41,2089,Other,Snack,Low-Carb,0,2471,195,452,Baked,22,104,1,Scissors Kicks,3,21,Builds unilateral leg strength and balance,348,"Biceps, Forearms",Dumbbells or Barbell,Intermediate,Legs,Lats,Russian twists,23,1232,0,0,0,0,1090,58,725,9223372036854775807,High,46-60
20,Male,81,1,194,137,54,1,2092,Strength,23,3,3,2,22,3,0,161,65,43,2170,Other,Breakfast,Vegan,38,940,219,211,Baked,38,10,4,Pull-ups,5,18,Improves balance and coordination,355,"Core, Lower Back",Pull-up Bar,Intermediate,Arms,Lateral,Decline cable crossovers,22,1292,0,0,0,0,77,62,1273,9223372036854775807,High,18-30
45,Female,66,1,162,141,56,1,1087,Strength,22,2,3,1,22,1,0,231,93,61,1703,Other,Snack,Balanced,0,1430,252,108,Steamed,5,98,3,Bird Dogs,4,22,Improves core rotation strength,354,"Shoulders, Upper Back",Kettlebell,Advanced,Shoulders,Wrist Extensors,Seated calf raises,22,1851,0,1,0,0,615,51,779,9223372036854775807,High,31-45
40,Female,62,2,175,160,71,1,1529,Strength,16,2,3,1,15,3,0,244,97,65,1897,Other,Lunch,Vegan,17,747,241,460,Boiled,17,16,1,Frog Jumps,4,20,Activates and strengthens glutes,334,"Back, Core, Shoulders",Barbell,Advanced,Shoulders,Lower Chest,Preacher curls,15,1953,0,1,0,0,367,52,949,9223372036854775807,Low,31-45
52,Female,44,1,164,160,71,1,1437,Strength,17,2,3,2,13,2,0,224,90,59,1241,Other,Dinner,Paleo,37,1314,183,295,Steamed,52,81,3,Renegade Rows,5,23,Isolates triceps,361,Full Core,Step or Box,Advanced,Shoulders,Lower Chest,Fat grip dumbbell curl,13,1795,0,2,0,0,-196,36,960,9223372036854775807,Very High,46-60
22,Male,49,1,165,167,66,1,1470,Strength,20,2,4,2,15,2,0,309,123,82,1428,Other,Snack,Vegan,43,255,107,301,Boiled,20,78,2,Tricep Dips,3,20,Isolates and strengthens triceps,326,"Glutes, Hamstrings, Core",Barbell,Advanced,Shoulders,Anterior,Skull crushers,15,2474,0,2,1,1,-42,39,888,9223372036854775807,Low,18-30
24,Male,52,1,168,166,60,1,1553,HIIT,23,2,1,1,21,3,0,265,105,70,1532,Other,Snack,Keto,26,2065,142,373,Grilled,55,78,1,Thrusters,3,20,Strengthens back and improves posture,361,"Back, Core, Shoulders",Bench or Step,Beginner,Legs,Anterior,Incline cable crossovers,21,2117,0,2,0,0,-21,40,924,9223372036854775807,Very High,18-30
42,Female,53,1,173,160,70,1,1113,Strength,23,2,3,2,18,3,0,242,96,63,1469,Other,Snack,Paleo,45,732,190,193,Boiled,54,55,4,Thrusters,4,22,Improves back strength and posture,329,"Full Body, Core, Shoulders",Step or Box,Advanced,Shoulders,Upper,Dumbbell curls,18,1930,0,1,0,0,355,41,677,9223372036854775807,Low,31-45
44,Male,46,1,176,168,55,1,1052,Yoga,18,2,2,2,14,2,0,207,83,55,1278,Other,Breakfast,Vegetarian,26,51,292,474,Steamed,27,93,3,Seated Rows,4,17,Targets abdominal muscles,364,"Core, Lower Back",Bench or Sturdy Surface,Beginner,Arms,Anterior,Lateral raises,14,1666,0,1,0,0,225,38,1064,9223372036854775807,Very High,31-45
57,Male,74,1,174,162,52,1,1226,Cardio,28,2,4,1,26,1,0,187,74,50,2130,Other,Snack,Paleo,14,1786,140,446,Grilled,30,62,1,Leg Press,4,16,Strengthens shoulders,331,"Core, Shoulders, Legs",Low Bar or TRX,Advanced,Legs,Quads,Standing calf raises,26,1504,0,0,0,0,903,53,848,9223372036854775807,Low,46-60
58,Male,82,1,170,142,54,1,1643,Cardio,25,3,3,3,23,3,0,255,101,67,2312,Other,Dinner,Paleo,0,2312,227,239,Steamed,26,9,3,Inverted Rows,4,21,Builds explosive power,335,Shoulders,Kettlebell,Beginner,Legs,Lower,Towel pull-up,23,2035,0,1,0,0,668,61,1059,9223372036854775807,Low,46-60
39,Female,106,1,162,162,74,1,949,Yoga,35,3,3,1,38,3,0,244,97,65,2953,Other,Snack,Balanced,44,1398,175,349,Raw,14,96,4,Step-ups,4,16,Targets lower chest,354,"Obliques, Core",Cable Machine,Advanced,Chest,Upper,Barbell rows,38,1954,0,0,1,1,2003,68,936,9223372036854775807,High,31-45
53,Male,53,1,173,155,54,1,1480,Strength,21,1,3,2,17,3,0,286,115,77,1397,Other,Lunch,Vegan,35,1084,230,362,Baked,31,82,1,Deadlift,5,19,Improves unilateral leg strength and balance,358,Core,Wall,Advanced,Abs,Middle,Plate pinch,17,2302,0,2,0,0,-83,42,980,9223372036854775807,High,46-60
42,Female,93,1,187,155,62,1,1153,Cardio,30,3,1,1,29,3,0,261,105,69,2383,Other,Lunch,Balanced,19,1404,231,402,Steamed,45,93,3,Deadlift,3,16,Improves core stability and balance,336,Full Body,Low Bar or TRX,Beginner,Abs,Upper,Hammer curl,29,2088,0,1,0,0,1229,65,882,9223372036854775807,Low,31-45
21,Female,55,1,166,143,67,1,1895,Strength,21,2,4,3,21,4,0,194,77,51,1631,Other,Breakfast,Low-Carb,24,816,24,295,Boiled,58,96,4,Prone Cobras,4,22,Builds lower body power and endurance,343,"Shoulders, Upper Back",Pull-up Bar,Advanced,Arms,Wrist Flexors,Triceps pushdowns,21,1551,0,1,0,0,-264,43,1111,9223372036854775807,Medium,18-30
57,Female,44,1,183,155,58,1,714,Yoga,22,2,2,1,18,3,0,197,79,53,1305,Other,Dinner,Paleo,4,108,70,388,Fried,42,39,1,Deadlifts,5,24,Improves cardiovascular fitness,346,"Lower Chest, Triceps",None or Dumbbells,Intermediate,Abs,Wrist Flexors,Russian twists,18,1587,0,1,0,0,590,34,749,9223372036854775807,Medium,46-60
40,Male,77,1,172,132,55,1,1499,Strength,28,1,4,1,24,2,0,292,116,77,2055,Other,Dinner,Vegan,22,788,89,388,Boiled,6,36,4,Leg Press,4,22,Improves flexibility,331,"Shoulders, Triceps",Box or Platform,Advanced,Legs,Lower Chest,Hyperextensions,24,2337,0,1,0,0,555,55,921,9223372036854775807,Low,31-45
23,Female,72,1,163,169,73,1,1511,HIIT,28,1,1,1,24,2,0,282,112,75,1869,Other,Breakfast,Low-Carb,22,511,244,408,Boiled,16,96,2,Prone Cobras,3,24,Improves balance and leg strength,341,"Lower Back, Glutes",Kettlebell,Advanced,Forearms,Triceps,Dumbbell rows,24,2260,0,1,1,1,357,51,854,9223372036854775807,Medium,18-30
20,Female,54,1,172,138,70,0,545,Strength,21,2,2,1,17,2,0,207,83,55,1621,Other,Breakfast,Vegan,48,2089,126,366,Grilled,8,94,3,Lunges,4,17,Targets biceps and forearms,338,"Lower Chest, Triceps","Bench, Barbell",Beginner,Abs,Lateral,Bird dog,17,1657,0,1,0,0,1076,42,372,9223372036854775807,Medium,18-30
56,Male,43,1,180,159,73,1,1224,Cardio,19,1,2,1,14,2,0,212,85,56,1196,Other,Dinner,Keto,3,1764,104,481,Grilled,6,29,0,Zottman Curls,5,20,Targets abdominal muscles,348,"Lower Back, Glutes",Parallel Bars or Chair,Advanced,Back,Posterior,Decline cable crossovers,14,1699,0,1,0,0,-28,35,969,9223372036854775807,High,46-60
49,Male,90,1,173,153,62,1,1155,Strength,30,3,4,2,30,3,0,259,103,68,2372,Other,Dinner,Paleo,6,2340,46,178,Boiled,59,6,4,Superman,5,19,Improves coordination and cardiovascular health,372,"Quadriceps, Hamstrings, Glutes",None or Dumbbells,Advanced,Legs,Lats,Seated cable rows,30,2070,0,1,0,0,1216,62,796,9223372036854775807,Very High,46-60
27,Female,80,1,169,166,51,1,2500,HIIT,33,3,3,2,31,2,0,200,80,53,2195,Other,Snack,Balanced,40,1477,2,390,Steamed,47,86,4,Lunges,4,24,Builds lower body power and endurance,343,"Rear Deltoids, Upper Back",Bench or Sturdy Surface,Advanced,Back,Posterior,Barbell rows,31,1599,0,0,0,0,-305,53,1200,9223372036854775807,Medium,18-30
54,Male,76,1,180,155,51,1,1834,HIIT,28,2,3,2,29,3,0,239,95,63,2041,Other,Lunch,Vegetarian,29,2125,217,269,Roasted,13,55,4,Burpees,4,23,Builds explosive upper body power,367,Calves,Resistance Band or Cable Machine,Intermediate,Back,Lower,Standing calf raises,29,1909,0,1,0,0,206,54,1021,9223372036854775807,Very High,46-60
50,Male,66,1,192,132,72,1,825,Yoga,28,1,2,1,26,1,0,249,99,66,1652,Other,Dinner,Paleo,29,709,68,483,Baked,27,103,4,Turkish Get-ups,4,17,Improves cardiovascular fitness,332,"Glutes, Hamstrings, Core",Bench or Chair,Advanced,Abs,Anterior,Close-grip bench press,26,1996,0,1,0,0,826,47,830,9223372036854775807,Low,46-60
36,Male,48,1,163,131,74,1,1689,HIIT,25,3,2,1,17,2,0,288,115,77,1361,Other,Breakfast,Low-Carb,4,2359,292,272,Boiled,22,89,4,Zottman Curls,5,25,Targets abdominal muscles,351,"Upper Back, Rear Deltoids",Wall,Intermediate,Chest,Triceps,Cable crossovers,17,2312,0,2,0,0,-328,36,983,9223372036854775807,High,31-45
22,Male,102,1,190,157,66,1,1067,Yoga,30,2,4,2,29,3,0,233,95,62,2738,Other,Snack,Vegetarian,21,545,216,290,Fried,36,85,2,Squats,4,19,Strengthens lower body,364,"Quadriceps, Glutes",Low Bar or TRX,Intermediate,Back,Wrist Flexors,Russian twists,29,1881,0,0,0,0,1670,71,1080,9223372036854775807,Very High,18-30
49,Male,95,1,173,132,50,1,1253,Strength,34,3,3,2,36,3,0,224,89,59,2598,Other,Breakfast,Vegan,5,1265,116,315,Raw,53,21,4,Lat Pulldowns,4,23,Enhances full-body coordination and stability,342,"Lower Back, Glutes",Resistance Band,Advanced,Legs,Posterior,Bent-over lateral raises,36,1787,0,0,0,0,1344,62,795,9223372036854775807,Medium,46-60
23,Male,78,1,192,156,55,1,1413,Cardio,29,1,3,2,26,2,0,225,90,60,2175,Other,Breakfast,Paleo,12,1796,287,331,Baked,31,7,4,Resistance Band Pull-Aparts,4,24,Improves core stability and balance,335,"Shoulders, Upper Back",None or Dumbbells,Beginner,Abs,Middle,Hanging leg raises,26,1810,0,1,0,0,761,55,985,9223372036854775807,Low,18-30
21,Female,45,1,166,131,53,1,1057,Yoga,18,1,3,1,15,3,0,176,69,46,1320,Other,Lunch,Paleo,16,2317,154,468,Roasted,15,27,2,Flutter Kicks,4,22,Improves balance and coordination,329,Quadriceps,Bench or Step,Advanced,Abs,Lower,Triceps dips,15,1405,0,1,0,0,262,37,970,9223372036854775807,Low,18-30
53,Male,68,1,194,138,68,1,1249,Cardio,20,2,2,2,17,3,0,240,95,64,1764,Other,Lunch,Keto,47,1138,110,158,Roasted,23,74,2,Tricep Extensions,4,16,Combines lower body and upper body strength,368,"Biceps, Forearms",Wall,Beginner,Forearms,Wrist Extensors,Close-grip bench press,17,1922,0,1,0,0,514,54,957,9223372036854775807,Very High,46-60
52,Female,47,1,178,129,66,1,734,Yoga,20,2,3,2,13,1,0,256,101,67,1220,Other,Breakfast,Low-Carb,17,2009,82,105,Fried,38,29,1,Frog Jumps,4,17,Targets abdominal muscles,325,Core,None or Dumbbell,Beginner,Abs,Wrist Flexors,Dumbbell front raises,13,2042,0,2,0,0,485,37,664,9223372036854775807,Low,46-60
29,Male,55,1,176,127,50,1,1402,Strength,20,2,2,1,21,2,0,270,108,72,1575,Other,Lunch,Vegan,34,2171,33,125,Roasted,51,105,1,Flutter Kicks,3,22,Targets obliques and improves core rotation,368,Full Core,Bench or Chair,Advanced,Legs,Anterior,Dumbbell flyes,21,2165,0,1,0,0,172,44,1039,9223372036854775807,Very High,18-30
23,Female,58,1,185,141,57,1,1308,Yoga,19,2,4,2,18,2,0,283,112,74,1812,Other,Breakfast,Vegetarian,12,2244,53,285,Fried,52,45,3,Plyo Squats,5,25,Enhances full-body coordination and stability,329,"Back, Core, Shoulders",Bench or Chair,Intermediate,Abs,Upper,Preacher curls,18,2256,0,1,0,0,503,47,1108,9223372036854775807,Low,18-30
23,Female,44,1,195,121,58,0,510,Cardio,18,2,1,1,16,2,0,260,103,68,1357,Other,Breakfast,Balanced,44,1448,151,337,Grilled,14,19,2,Leg Raises,4,24,Improves coordination and cardiovascular health,347,"Core, Shoulders, Legs",Kettlebell,Beginner,Legs,Quads,Military press,16,2072,0,2,0,0,846,36,402,9223372036854775807,Medium,18-30
49,Female,91,1,172,153,62,1,768,Yoga,30,3,3,1,31,3,0,257,103,68,2621,Other,Lunch,Low-Carb,6,2328,44,178,Roasted,60,6,4,Jumping Jacks,5,18,Builds lower body power and endurance,370,"Biceps, Forearms",Resistance Band or Cable Machine,Beginner,Abs,Triceps,Barbell squats,31,2062,0,1,0,0,1852,63,792,9223372036854775807,Very High,46-60
57,Female,58,1,172,161,60,1,1197,Strength,24,2,2,1,21,3,0,246,99,65,1511,Other,Snack,Low-Carb,21,2129,74,408,Baked,40,110,1,Jumping Jacks,4,19,Builds shoulder width,334,Full Body,Kettlebell,Advanced,Forearms,Lower Chest,Russian twists,21,1976,0,1,0,0,313,44,810,9223372036854775807,Low,46-60
40,Female,70,1,170,163,73,0,1016,HIIT,31,1,3,1,29,4,0,279,112,74,1981,Other,Dinner,Vegetarian,37,1910,146,428,Fried,18,9,1,Zottman Curls,4,23,Improves core stability and balance,353,"Quadriceps, Calves, Glutes","Bench, Barbell",Intermediate,Back,Lats,Incline dumbbell press,29,2242,0,1,0,0,964,48,593,9223372036854775807,High,31-45
31,Female,70,1,177,121,58,1,812,Yoga,29,1,1,1,26,2,0,202,79,53,1915,Other,Dinner,Vegetarian,13,1837,255,153,Roasted,11,86,3,Box Jumps,5,16,Enhances full-body coordination and stability,365,"Upper Back, Rear Deltoids",Cable Machine,Beginner,Abs,Wrist Extensors,Seated cable rows,26,1608,0,1,0,0,1102,49,900,9223372036854775807,Very High,31-45
40,Male,52,1,161,160,70,0,791,Cardio,19,3,2,1,15,3,0,222,88,59,1447,Other,Breakfast,Vegan,3,127,93,141,Fried,53,10,2,Renegade Rows,4,22,Improves hip power and cardiovascular fitness,346,"Upper Chest, Triceps",Barbell,Beginner,Abs,Quads,Pull-ups,15,1778,0,1,0,0,655,42,623,9223372036854775807,Medium,31-45
34,Male,59,1,197,160,58,1,851,Yoga,22,3,3,1,21,2,0,236,94,62,1725,Other,Lunch,Low-Carb,10,1200,46,387,Grilled,32,100,2,Decline Push-ups,3,17,Builds shoulder width,334,"Upper Chest, Triceps",Low Bar or TRX,Intermediate,Arms,Triceps,Fat grip dumbbell curl,21,1887,0,1,0,0,873,46,863,9223372036854775807,Low,31-45
56,Female,59,1,187,158,65,1,1165,Strength,19,3,3,1,17,3,0,168,67,45,1733,Other,Dinner,Paleo,4,654,170,447,Raw,58,63,4,Dips,4,19,Builds explosive power,330,"Lower Chest, Triceps",Cable Machine,Beginner,Legs,Wrist Flexors,Chest flyes,17,1351,0,1,0,0,567,47,713,9223372036854775807,Low,46-60
39,Female,56,1,184,148,59,1,1513,Yoga,19,2,5,3,19,3,0,202,81,54,1769,Other,Snack,Paleo,7,1229,182,437,Steamed,6,112,1,Burpees,3,15,Builds shoulder width,341,"Chest, Triceps",Pull-up Bar,Beginner,Shoulders,Lats,Hammer curls,19,1625,0,1,0,0,255,45,1324,9223372036854775807,Medium,31-45
21,Male,71,1,162,138,52,1,1014,Yoga,20,2,3,1,19,3,0,218,87,57,1719,Other,Lunch,Vegetarian,5,1669,252,323,Roasted,23,98,3,Glute Bridges,3,21,Advanced core exercise,337,"Core, Lower Back",Pull-up Bar,Intermediate,Shoulders,Lower Chest,Pull-ups,19,1741,0,1,0,0,704,56,952,9223372036854775807,Medium,18-30
37,Female,69,1,196,129,65,0,832,HIIT,29,2,1,1,30,3,0,255,103,68,1834,Other,Breakfast,Vegetarian,41,652,139,491,Roasted,10,12,1,Tricep Dips,4,24,Activates and strengthens glutes,335,"Core, Obliques",Cable Machine or Resistance Band,Advanced,Back,Grip Strength,Triceps pushdowns,30,2051,0,1,0,0,1001,48,463,9223372036854775807,Low,31-45
22,Female,103,1,162,153,65,1,1188,Cardio,28,2,3,1,30,2,0,228,92,61,2830,Other,Lunch,Low-Carb,14,415,267,234,Baked,34,80,3,Box Jumps,3,21,Targets lower chest,343,"Back, Biceps",Dumbbells or Barbell,Beginner,Chest,Lower Chest,Fat grip dumbbell curl,30,1832,0,0,0,0,1641,73,851,9223372036854775807,Medium,18-30
22,Male,72,1,182,122,58,1,1195,Cardio,30,2,3,1,27,4,0,213,85,57,1957,Other,Breakfast,Vegetarian,18,1561,1,216,Fried,45,62,4,Bicycle Crunches,4,24,Strengthens back and improves posture,356,"Shoulders, Triceps",Dumbbells or Barbell,Beginner,Abs,Posterior,Seated cable rows,27,1708,0,1,0,0,761,50,970,9223372036854775807,High,18-30
51,Male,59,1,198,152,52,1,1173,Cardio,22,2,2,2,21,2,0,222,89,59,1782,Other,Dinner,Keto,11,842,130,382,Grilled,46,73,1,Step-ups,4,15,Improves balance and leg strength,339,"Lower Abs, Hip Flexors","Bench, Barbell",Intermediate,Shoulders,Grip Strength,Dumbbell flyes,21,1783,0,1,0,0,608,45,828,9223372036854775807,Medium,46-60
30,Female,68,1,179,167,66,1,1521,HIIT,25,3,2,1,22,2,0,202,82,54,1637,Other,Breakfast,Low-Carb,41,1928,224,417,Fried,44,26,2,Plank,4,21,Strengthens lower abs and hip flexors,360,"Upper Chest, Triceps",Parallel Bars or Chair,Advanced,Abs,Middle,Bird dog,22,1629,0,1,0,0,115,50,907,9223372036854775807,High,18-30
